google-draco	x86_64	TheJavascript decoder can decode mesh and point cloud
google-draco	x86_64	In order to use thedecoder, you must first create an instance of DecodeBufferToMesh   or DecodeBufferToPointCloud  , which will returna Mesh object or a point cloud
google-draco	x86_64	For example:~~~~~ js// Create the Draco decoder.const decoderModule = DracoDecoderModule  ;const buffer = new decoderModule.DecoderBuffer  ;buffer.Init byteArray, byteArray.length ;// Create a buffer to hold the encoded data.const decoder = new decoderModule.Decoder  ;const geometryType = decoder.GetEncodedGeometryType buffer ;// Decode the encoded geometry.let outputGeometry;let status;if  geometryType == decoderModule.TRIANGULAR_MESH  {  outputGeometry = new decoderModule.Mesh  ;  status = decoder.DecodeBufferToMesh buffer, outputGeometry ;} else {  outputGeometry = new decoderModule.PointCloud  ;  status = decoder.DecodeBufferToPointCloud buffer, outputGeometry ;// You must explicitly delete objects created from the DracoDecoderModule// or Decoder.decoderModule.destroy outputGeometry ;decoderModule.destroy decoder ;decoderModule.destroy buffer ;Please see  src/draco/javascript/emscripten/draco_web_decoder.idl  src/draco/javascript/emscripten/draco_web_decoder.idl  for the full API.Javascript Decoder PerformanceThe Javascript decoder is built with dynamic memory
google-draco	x86_64	This will let the decoderwork with all of the compressed data
google-draco	x86_64	But this option is not the fastest.Pre-allocating the memory sees about a 2x decoder speed improvement
google-draco	x86_64	If youknow all of your project's memory requirements, you can turn on static memoryby changing CMakeLists.txt accordingly.Metadata APIother than geometry
google-draco	x86_64	It could be used to encode any custom data along with thegeometry
google-draco	x86_64	For example, we can enable metadata functionality to encode the nameof attributes, name of sub-objects and customized information.For one mesh and point cloud, it can have one top-level geometry metadata class.The top-level metadata then can have hierarchical metadata
google-draco	x86_64	Other than that,the top-level metadata can have metadata for each attribute which is calledattribute metadata
google-draco	x86_64	The attribute metadata should be initialized with thecorrespondent attribute id within the mesh
google-draco	x86_64	The metadata API is provided bothin C++ and Javascript.For example, to add metadata in C++:~~~~~ cppdraco::PointCloud pc;// Add metadata for the geometry.std::unique_ptr metadata =  std::unique_ptr new draco::GeometryMetadata   ;metadata->AddEntryString "description", "This is an example." ;pc.AddMetadata std::move metadata  ;// Add metadata for attributes.draco::GeometryAttribute pos_att;pos_att.Init draco::GeometryAttribute::POSITION, nullptr, 3,const uint32_t pos_att_id = pc.AddAttribute pos_att, false, 0 ;std::unique_ptr pos_metadata =pos_metadata->AddEntryString "name", "position" ;// Directly add attribute metadata to geometry.// You can do this without explicitly add |GeometryMetadata| to mesh.pc.AddAttributeMetadata pos_att_id, std::move pos_metadata  ;To read metadata from a geometry in C++:~~~~~ cpp// Get metadata for the geometry.const draco::GeometryMetadata *pc_metadata = pc.GetMetadata  ;// Request metadata for a specific attribute.const draco::AttributeMetadata *requested_pos_metadata =  pc.GetAttributeMetadataByStringEntry "name", "position" ;Please see  src/draco/metadata  src/draco/metadata  and  src/draco/point_cloud  src/draco/point_cloud  for the full API.NPM Packagedoc in the folder for detailed usage.three.js Renderer ExampleHere's an  example  of a geometric compressed with Draco loaded via aJavascript decoder using the three.js renderer.Please see the  javascript/example/README.md  javascript/example/README.md  file for more information.=======For questions/comments please email If you have found an error in this library, please file an issue atPatches are encouraged, and may be submitted by forking this project andsubmitting a pull request through GitHub
google-draco	x86_64	See  CONTRIBUTING  for more detail.=======Licensed under the Apache License, Version 2.0  the "License" ; you may notuse this file except in compliance with the License
google-draco	x86_64	You may obtain a copy ofthe License atUnless required by applicable law or agreed to in writing, softwaredistributed under the License is distributed on an "AS IS" BASIS, WITHOUTWARRANTIES OR CONDITIONS OF ANY KIND, either express or implied
google-draco	x86_64	See theLicense for the specific language governing permissions and limitations underthe License.========== example : meshes :  point clouds :  Bunny :  CONTRIBUTING : Bunny model from Stanford's graphic department <>
google-drone-firebase	drone-firebase	Drone plugin to deploy a project to Firebase
google-drone-firebase	drone-firebase	For the usage informationand a listing of the available options please take a look at the docs  DOCS.md .*This is not an official Google product.*If you want to contribute, see the  CONTRIBUTING page  CONTRIBUTING.md .
google-drone-firebase	Binary	Build the binary using make:Build the container using make:Run the docker container from the directory of your Firebase project:
google-dropzone-polyfill	Polyfill for the removed HTML5 dropzone attribute	This is not an official Google product.This is a polyfill intended to help sites impacted by the removal of webkitdropzone from Chromium 
google-dropzone-polyfill	Usage	If your Web application's drag-and-drop functionality works in Firefox, Edge,or any other browser that is not based on Blink or WebKit, stop reading now.You do not need this polyfill.If you're still here, the quickest way to get your site working again is todownload  lib/dropzone-polyfill.js  lib/dropzone-polyfill.js  and include it inyour site's JavaScript bundler, then call DropzonePolyfill.handleDom   afteryour DOM is ready
google-dropzone-polyfill	Usage	For example, imperative API for handling drops This polyfill is way more complex than the code you'll have to write for yourown application, due to the need of handling the entire dropzone syntax.The code needed to replace webkitdropzone can be as simple as:
google-dropzone-polyfill	Limitations	In Safari and Firefox, the polyfill is not able to obtain the MIME type ofdragged files at the time needed to implement the filters expressed by file:tokens in the dropzone attribute
google-dropzone-polyfill	Limitations	The polyfill errs on the side of falsepositives, by having any dragged file match against any file: token.For example, if a Safari user drags a HTML file over an element with adragzone attribute set to file:text/plain, the polyfill will decide that thedragged file matches the dragzone conditions
google-dropzone-polyfill	Limitations	However, the polyfill will notmatch non-file drags to the dragzone value above.On the other hand, it is worth noting that dropzone / webkitdropzone werenever implemented in Firefox so, if your application relies on these attributes,it is already broken in Firefox
google-dropzone-polyfill	Limitations	Along the same lines, the webkitdropzone inChrome was unable to match file: tokens against dragged files, until MIn conclusion, if you wish to accept file drags in a portable manner, you needto use the imperative API for handling drops 
google-ds-trix-addon	DS Trix Addon	_Disclaimer: This is not an official Google product._
google-ds-trix-addon	Overview	DS Trix Addon is an addon for Google Sheets which allows you to sync Web QueryReports from DoubleClick Search directly into a Google Sheets spreadsheet
google-ds-trix-addon	Overview	Touse this addon, you will need to have access to  DoubleClickSearch The addon has the following features:You can use additional tabs in the same spreadsheet to create a dashboard basedon your reports.
google-ds-trix-addon	Installation	 Download all the files in this repository to your computer
google-ds-trix-addon	Installation	Open  Google Drive  in a browser Create a new spreadsheet using New > Google Sheets
google-ds-trix-addon	Installation	Give your spreadsheet a name by clicking on the title at the top
google-ds-trix-addon	Installation	Open the script editor by going to Tools > Script Editor ..
google-ds-trix-addon	Installation	Give your script a name  Ex: DS Trix Addon 
google-ds-trix-addon	Installation	You should have the file Code.gs open in the editor
google-ds-trix-addon	Installation	On your computer, Copy the contents of the entire file into the script editor, replacing Press ctrl/cmd-s or go to File > Save to save the file
google-ds-trix-addon	Installation	You will need to add all the remaining source files to the same project The final step is to configure OAuth so that the addon can access your Web Now we can start using the Addon
google-ds-trix-addon	Installation	Close the script editor and refresh the When using for the first time, you will see dialogs asking for When setting up authentication, you may see a message that says This app
google-dualhttp	The dual-http Solution	Render your page with cached data,then fetch up-to-date data from server and update the page.This solution contains both frontend code and backend code.It works in the following way:It is a special header that both the http request and the response carrythat makes it possible for us to detect whether the response comes from cache,because the backend always responses with the exact x-echo valueas the request has
google-dualhttp	The dual-http Solution	Example:First request:Gets a response:Noting the difference of the x-echo values,the frontend realizes that the response must be from browser cache.It then issues a second request immediately:Because of max-age=0, the browser cache gets bypassed.The server gets the request and has to respond.This time x-echo values match.
google-dualhttp	Usage	This solution supports AngularJS as frontend frameworkand django as backend framework
google-dualhttp	Usage	More framework supports are on the way.
google-dynamic-form	How to build	Check it out from GitHub.Download npm dependencies.
google-earthenterprise	Earth Enterprise  ! Chat on Slack    ! build  	Earth Enterprise is the open source release of Google Earth Enterprise, a geospatial application which provides the ability to build and host custom 3D globes and 2D maps
google-earthenterprise	Earth Enterprise  ! Chat on Slack    ! build  	 Earth Enterprise does not provide a private version of Google imagery that's currently available in Google Maps or Earth.The application suite consists of three core components:
google-earthenterprise	Releases	 Release 5.2.3 Earth Enterprise Fusion & Server currently run on 64-bit versions of the following operating systems:
google-earthenterprise	Installation	Refer to the  Install Instructions  for instructions on installing Fusion or Earth Server
google-earthenterprise	Installation	 Please note that you must have a successful build of the source before proceeding with the install.
google-easy-grid	easy-grid for React	***This is not an official Google product.***easy-grid is a React component factory that provides a declarative layout mechanism for utilizing  CSS grid layouts  It uses ASCII layout descriptions to generate layout components that arrange child components according to the defined grid.																														
google-easy-grid	Prerequisites	Make sure you have the  npm package manager  installed on your development machine.
google-easy-grid	Installing	Clone the git repository to a local directory:To play around with the library, make changes to the  examples.js  React app and re-run npm run examples.
google-easy-grid	Running the tests	To use the library in a production environment, simply run:easy-grid exports a grid factory method:The exported grid method is used to create layout components based on an ASCII representations of the desired layout grid
google-easy-grid	Running the tests	For instance:const TwoByTwoLayout = grid1fr A1fr A~~~defines a React component, TwoByTwoLayout, that will distribute it's child elements along a two by two grid
google-easy-grid	Running the tests	element "A" will take up the entire grid, while element "B" will overlap element "A" and take up the right half of the grid
google-easy-grid	Running the tests	The two rows will each have the same height, namely half the height of the parent element
google-easy-grid	Running the tests	Likewise, the two columns will each have the same width, or half the width of the parent component.
google-easy-grid	Grid Definition Syntax	Grids are defined by a back-tick    string
google-easy-grid	Grid Definition Syntax	Spaces and new-lines are non-trivial as they are used to parse the grid definition from the string.Row and column header definitions use the syntax defined for  grid-template-rows  **Type**Flex*Length
google-easy-grid	Column Headers	The first line of the string is a space-delimited definition of **column headers**
google-easy-grid	Column Headers	A component can be defined by only using column headers
google-easy-grid	Column Headers	For instance,defines a ColumnsOnly component that will arrange its children in 3 columns
google-easy-grid	Column Headers	The first and last column will be half the size of the middle column.
google-easy-grid	Row Headers	Each line after the first line defines a new row in the grid
google-easy-grid	Row Headers	The first element in the space-deilimited row definition defines the height of that row, and is called the **row header**
google-easy-grid	Row Headers	However, similar to column-only grid definitions, row-only grid defintions can be created by only specifying row headers on each new line
google-easy-grid	Row Headers	For instance,defines a RowsOnly component that will give each of its three child components heights of 10 pixels, 50 pixels and 100 pixels respectively.
google-easy-grid	Grid Areas	Using a combination of column headers and row headers, a grid is defined
google-easy-grid	Grid Areas	The cells of the grid should be used to define **grid areas**
google-easy-grid	Grid Areas	Grid areas are continuous square areas defined by an arbitrary identifier being placed in a **grid cell**
google-easy-grid	Grid Areas	For example, the following grid defines two grid areas, one denoted by "A" and one denoted by "B".Grid area defintions use commas to separate multiple overlapping grid areas identifiers in a given grid cell.
google-easy-grid	Overlap	Grid areas can overlap, as seen in the example above
google-easy-grid	Overlap	This overlap defines a z-ordering
google-easy-grid	Overlap	When rendered, an area will be drawn on top of any area it overlaps
google-easy-grid	Overlap	**Grid areas are alphabetically ordered
google-easy-grid	Overlap	Later areas will be rendered on top of earlier ones.*
google-easy-grid	Empty Cells	Empty grid cells can be denoted by ..
google-easy-grid	Empty Cells	For instance,defines a SpacerGrid component that has a single grid area with a 10px border around it.
google-easy-grid	Grid Component	As mentioned above, the result of calling the grid factory method with a grid definition is a React component
google-easy-grid	Grid Component	The returned component has the following expectations:					Grid components can also be styled via the className property
google-easy-grid	Grid Component	If your project is using  styled components  the returned grid component can also be styled using the styled method:	background-color: red;
google-easy-grid	Built With	Please read  CONTRIBUTING.md  for details on our code of conduct, and the process for submitting pull requests to us.
google-easy-grid	License	This project is licensed under the Apache 2 License 
google-easy-gwt-mock	Easy GWT Mock  #	_Easy GWT Mock_ is an EasyMock-like mocking framework for  Google Web Toolkit  which allows the creation of mock objects within GWTTestCase
google-easy-gwt-mock	Easy GWT Mock  #	Feature and syntax-wise it is a lot like  EasyMock  However, there are three main differences:
google-easy-gwt-mock	Integrating _Easy GWT Mock_ in Your Project ##	Checkout the sources and executeThat's it! You are ready to use _Easy GWT Mock_.
google-easy-gwt-mock	Create Your First Mock ##	Let’s get started! Imagine, you want to mock the following type  in this case, an interface :ctrl.expect mock.add 2, 3  .andReturn 5 .once  ;// Like in EasyMock, once   is the default so you can leave it out:ctrl.expect mock.add 1, 1  .andReturn 2 ;ctrl.expect mock.add 4, 2  .andReturn 6 .anyTimes  ;ctrl.expect mock.add 6, 2  .andReturn 8 .times 2 ;ctrl.expect mock.add 2, 1  .andReturn 3 .times 4, 6 ;// Use expectLastCall   for void methods:mock.doSomething "Hello" ;ctrl.expectLastCall  .atLeastOnce  ;// chaining expectations is also possible:ctrl.expect mock.add 4, 2  .andReturn 6 .andReturn 3 ;// ..
google-easy-gwt-mock	Create Your First Mock ##	is equivalent to:ctrl.expect mock.add 4, 2  .andReturn 6 ;ctrl.expect mock.add 4, 2  .andReturn 3 ;ctrl.replay  ;// ..
google-easy-gwt-mock	Create Your First Mock ##	 interact with the mock ctrl.verify  ;That’s it! If you want to learn more about the semantic of anyTimes  , expectLastCall  , once  , etc
google-easy-gwt-mock	Create Your First Mock ##	see the  EasyMock documentation 
google-easy-gwt-mock	Using Argument Matchers ##	Sometimes you do not want to specify the exact value of an argument
google-easy-gwt-mock	Using Argument Matchers ##	That is where argument matchers are useful
google-easy-gwt-mock	Using Argument Matchers ##	Use argument matchers to specify that you expect an argument to be within a certain range:Have a lock at the MocksControl interface to learn which argument matchers are currently available
google-easy-gwt-mock	Using Argument Matchers ##	If there is no matcher that fits your use case, then fear not because you can create your own matcher!
google-easy-gwt-mock	Create Your Own Argument Matcher ##	Create a class that implements the public class IsOdd implements ArgumentMatcher {  }  }
google-easy-gwt-mock	Capture Arguments for Later Use ##	Sometimes you want to hold on to an argument passed to a mock method
google-easy-gwt-mock	Capture Arguments for Later Use ##	You can do that with captures
google-easy-gwt-mock	Capture Arguments for Later Use ##	Just create a Capture addend = new Capture;mock.add ctrl.captureInt addend , ctrl.eq 4  ;// do something with the mockaddend.getFirstValue  ; // returns the first value capturedaddend.getLastValue  ;  // returns the last value capturedaddend.getValues  ;
google-easy-gwt-mock	Throwing Exceptions ##	You can throw an exception as a reaction to a mock method call by using 
google-easy-gwt-mock	Calling onSuccess   or onFailure   ##	Asynchronous callbacks are quite common in GWT applications If your callback object does not implement the AsyncCallback interface, use the more generic Answer described in the next section to invoke your callback.
google-easy-gwt-mock	More Sophisticated Responses ##	Sometimes you actually want to do something more sophisticated than just returning a value or throwing an exception
google-easy-gwt-mock	More Sophisticated Responses ##	For example, you might want to call a callback in reaction to a method call
google-easy-gwt-mock	More Sophisticated Responses ##	You can do that and much more with the help of Caution: Using the method’s arguments within an Answer is not refactoring-safe!Word of advice: If your callback implements GWT’s AsyncCallback interface you should not use Answer and instead use the easier way described in the previous section.
google-easy-gwt-mock	Nice Mocks ##	Mocks throw an exception in response to an unexpected method call as default behavior
google-easy-gwt-mock	Nice Mocks ##	However, there are situations where you want a “nice” mock that returns appropriate default values  {{0}}}, 
google-easy-gwt-mock	Object’s equal  , hasCode   and toString   methods ##	You cannot mock the following basic methods of java.lang.Object: equals  , toString  , hashCode  
google-easy-gwt-mock	Object’s equal  , hasCode   and toString   methods ##	For your convenience, we have provided a default implementation for those methods
google-easy-gwt-mock	Object’s equal  , hasCode   and toString   methods ##	This makes it easier to add mocks to collections which might make an arbitrary amount of equals   and hashCode   calls to the mock
google-easy-gwt-mock	Object’s equal  , hasCode   and toString   methods ##	The default toString   implementation makes it easy for exceptions to display a string representation of the mock.
google-easy-gwt-mock	Limited Class Mocking  coming soon  ##	The main focus of _Easy GWT Mock_ is on mocking interfaces
google-easy-gwt-mock	Limited Class Mocking  coming soon  ##	Class mocking is somewhat limited because due to the way GWT and Java work the mock is actually a subclass of the class to mock
google-easy-gwt-mock	Limited Class Mocking  coming soon  ##	Please keep the following limitations in mind when mocking classes:
google-easy-gwt-mock	Frequently Asked Questions  FAQ  ##	**_Where should I put the interface extending MocksControl that defines which classes I want to mock?_**As you can see in the tests for the framework I usually implement the interface as an inner type right inside the test classes where I need the mocks
google-easy-gwt-mock	Frequently Asked Questions  FAQ  ##	That way, I end up with one interface per test class that only contains the mocks I need for that class
google-easy-gwt-mock	Frequently Asked Questions  FAQ  ##	Other people have suggested to have just one interface for all your tests which includes all classes you want to mock.
google-easy-gwt-mock	Differences between EasyMock and _Easy GWT Mock_ ##	Here is an  incomplete  list of the differences between _Easy GWT Mock_ and EasyMock:_Easy GWT Mock_ has some special GWT related features which are not part of EasyMock:The following features are available in EasyMock, but they are not  yet  implemented in _Easy GWT Mock_:Special thanks to the guys who created  EasyMock 
google-easybundler	EasyBundler	EasyBundler is a library to simplify converting state objects into Bundles for Android applications.This repository is also a demonstration of simple annotation processing for Android libraries.
google-easybundler	Download	In order to use EasyBundler you will need to add a compile dependency for the API as wellas an annotationProcessor dependency for the compiler:First, define a simple state class in your application and annotate it with @BundlerClass:@BundlerClasspublic class MyState {There are a few important requirements for a state object to work with EasyBundler:public final class MyStateBundler {  public static Bundle toBundle MyState object  {  }  }You can use the Bundler class directly in your application, but it's even easier to usethe helper methods provided by EasyBundler.For example to serialize an object to Bundle, use the EasyBundler.toBundle Object  method.And to turn that Bundle back into an object, use the EasyBundler.fromBundle Bundle, Class method
google-easybundler	Download	Both of these methods will fail if there is no generated Bundler class available.If you are passing objects through Intents, you can use the EasyBundler.putExtra Intent, Object and EasyBundler.fromIntent Intent, Class  methods to quickly add objects to and retrieve objectsfrom an Intent.
google-easybundler	Is EasyBundler efficient?	EasyBundler does most of the heavy lifting at compile time to generate the Bundler classes,so bundling and unbundling objects should be very fast due to the limited use of reflection atruntime
google-easybundler	Is EasyBundler efficient?	If you want to maximize efficiency by eliminating all reflection, use the Bundler classesdirectly rather than the EasyBundler helper methods  which have to do a Class lookup atruntime to find the Bundler classes .
google-easybundler	Can I customize how EasyBundler serializes and deserializes?	Not yet! But if you have a use case that is blocked by the lack of customization please open an Issue so we can discuss it.
google-easybundler	Does EasyBundler support inheritance?	No, the current version of EasyBundler only looks at properties of the annotated class, not itsparent class es .
google-easybundler	Publishing	To install the library to your mavenLocal   repository, run:
google-easypki	API	 ! godoc  For the latest API:API below pkg/ has been rewritten to allow extensibility in terms of PKIstorage and better readability.If you used the legacy API that was only writing files to disk, a tag has beenapplied so you can still import it:Current implementation of the CLI uses the local store and uses a structurecompatible with openssl, so you are not restrained.
google-easypki	Get the CLI:	go get github.com/google/easypki/cmd/easypki
google-easypki	env variables.	export PKI_ROOT=/tmp/pkiexport PKI_ORGANIZATION="Acme Inc."export PKI_ORGANIZATIONAL_UNIT=ITexport PKI_COUNTRY=USexport PKI_LOCALITY="Agloe"export PKI_PROVINCE="New York"mkdir $PKI_ROOT
google-easypki	Create the root CA:	easypki create --filename root --ca "Acme Inc
google-easypki	Create the root CA:	Certificate Authority"
google-easypki	Create a server certificate for blog.acme.com and www.acme.com:	easypki create --ca-name root --dns blog.acme.com --dns www.acme.com www.acme.com
google-easypki	Create an intermediate CA:	easypki create --ca-name root --filename intermediate --intermediate "Acme Inc
google-easypki	Create a wildcard certificate for internal use, signed by the intermediate ca:	easypki create --ca-name intermediate --dns "*.internal.acme.com" "*.internal.acme.com"
google-easypki	Create a client certificate:	easypki create --ca-name intermediate --client --email bob@acme.com bob@acme.com
google-easypki	Revoke the www certificate.	easypki revoke $PKI_ROOT/root/certs/www.acme.com.crt
google-easypki	Generate a CRL expiring in 1 day  PEM Output on stdout :	easypki crl --ca-name root --expire 1You will find the generated certificates in $PKI_ROOT/ca_name/certs/ andprivate keys in $PKI_ROOT/ca_name/keys/For more info about available flags, checkout out the help easypki -h.
google-easypki	Disclaimer	This is not an official Google product.
google-eclipse2017	Install gerrit's hooks to ensure that pushes go to code review.	curl -Lo $ git rev-parse --git-dir /hooks/commit-msg chmod +x $ git rev-parse --git-dir /hooks/commit-msggit config remote.origin.push refs/heads/*:refs/for/*sudo apt-get install docker-engine
google-eclipse2017	Install nvm	curl -osource $HOME/.bashrc
google-eclipse2017	install node.js v6	nvm install 6npm install
google-eclipse2017	Create a local_dev secret for HTTPS	./scripts/run create_secret local-dev
google-eclipse2017	Create a dev secret for HTTPS	./scripts/run create_secret dev to add yourself to the docker group
google-eclipse2017	Create a dev secret for HTTPS	note, you must completely log out of your current session for group changes toapply
google-eclipse2017	Create a dev secret for HTTPS	 This includes exiting your entire window session
google-eclipse2017	Create a dev secret for HTTPS	**If building/deploying for/to a new Google Cloud project**Every developer should create a Google Cloud project with an id of the form"eclipse-2017-dev-$USER"
google-eclipse2017	Create a dev secret for HTTPS	 Starting at  in thetop blue bar, click your current project and select "Create Project".Set the GCLOUD_PROJ variable to this id:"Oauth consent screen" tab and set the product name to $GCLOUD_PROJ
google-eclipse2017	Create a dev secret for HTTPS	 Click"Create Credentials" and select "API Key"
google-eclipse2017	Create a dev secret for HTTPS	 Make Next, click "CreateCredentials" again, and select "OAuth Client ID"
google-eclipse2017	Create a dev secret for HTTPS	 Select "Web application";fill the Name field with "Eclipse 2017 Dev $USER"
google-eclipse2017	Create a dev secret for HTTPS	 Add the following redirectURIs: Next, create a service account the gcloud project you wish to deploy to this: Google Cloud Console > IAM & Admin > Service Accounts > Create ServiceAccount
google-eclipse2017	Create a dev secret for HTTPS	Assign the role Project > Editor  TODO: is this the correct role?  tothe service account
google-eclipse2017	Create a dev secret for HTTPS	Select to furnish a new private key in JSON format andcreate the service account
google-eclipse2017	Create a dev secret for HTTPS	This will download a JSON key file to your downloadsfolder
google-eclipse2017	Create a dev secret for HTTPS	Rename this file to service_account_\.json  choosing the env withwhich you want to associate this particular gcloud project  and move it to theeclipse2017/conf directory.Create a google cloud storage bucket to store photos
google-eclipse2017	Create a dev secret for HTTPS	Google Could Console >Storage > Create Bucket
google-eclipse2017	Create a dev secret for HTTPS	Name your bucket GCLOUD_PROJ-photos
google-eclipse2017	Create a dev secret for HTTPS	Assign your bucketthe standard storage class and location United States.Set your gcloud project:bug, you will need to visit  beforeyou can do this
google-eclipse2017	Create a dev secret for HTTPS	You will see a loading wheel telling you that GKE isinitializing
google-eclipse2017	Create a dev secret for HTTPS	Once this loading is complete, you are ready to create yourcluster as described below.Create a container engine cluster
google-eclipse2017	Create a dev secret for HTTPS	*Important: cluster must be named eclipse*env to which you wish to deploy
google-eclipse2017	Create a dev secret for HTTPS	These files need to contain 4 module levelconstants specific to the gcloud project you are associating with env  definedin scripts/run :*Note: the local-dev environment should only be used when you are planning torun the profile or upload-server containers on your local machine
google-eclipse2017	Create a dev secret for HTTPS	This optioncurrently builds the project using the same configuration as the dev option,EXCEPT it adds an additional nginx server to emulate the cloud load balancer'sTLS termination behavior, i.e
google-eclipse2017	Create a dev secret for HTTPS	it turns HTTPS requests into HTTP requests andforwards them to the profile/upload-server nginx servers*You also need to install the service_account.json  from creating a serviceaccount in the Cloud Console  file to connect to Cloud Storage and CloudDatastore
google-eclipse2017	Create a dev secret for HTTPS	This contains secret keys and therefore will not be checked intosource control
google-eclipse2017	Create a dev secret for HTTPS	The file should be named conf/service_account_.json, where is the environment type  local-dev/dev, test, prod  of the Cloud projectyou are deploying to.**To run the application locally*
google-eclipse2017	Take down the local-dev environment again	The "nginx-lb-emulator" is a fake Cloud Load Balancer; it is available on yourworkstation at  and   If there are anyother processes binding to those ports, the container will fail.**To deploy**profile and upload services
google-eclipse2017	Take down the local-dev environment again	You can monitor the status of your deployment asfollows the app should be visible online:access the  Kubernetes console  as well as use the kubectl command lineGKE should respawn your containers with the new images.fully redeploy.To run all tests, from the project root directory * Note: before running thiscommand you will have to build for dev so that the necessary environmentspecific files are generated/moved to the correct locations *:
google-eddystone	Eddystone	Eddystone is a protocol specification that defines a Bluetooth low energy  BLE  message format for proximity beacon messages
google-eddystone	Eddystone	It describes several different frame types that may be used individually or in combinations to create beacons that can be used for a variety of applications.Announced in April 2016,  Eddystone-EID  eddystone-eid   Ephemeral ID  is a new frame type that defines a cryptographically secure method of configuring a beacon to broadcast information that only authorized people may decrypt
google-eddystone	Eddystone	It includes support for a  secure transmission  eddystone-tlm/tlm-encrypted.md  of the TLM  Telemetry  information.
google-eddystone	Design Goals	The design of Eddystone has been driven by several key goals:The common frame PDU types and the individual service data byte layouts forthe Eddystone frame formats are documented in the Eddystone Protocol Specification  protocol-specification.md .
google-eddystone	Configuration Service	Eddystone defines a  GATT configuration service  configuration-service/  to enable interoperability between hardware manufacturers and application developers
google-eddystone	Configuration Service	It allows the beacon to report its capabilities to apps, and for the beacon's broadcast data to be reconfigured
google-eddystone	Configuration Service	This service is also necessary for secure configuration and registration as an Eddystone-EID beacon.
google-eddystone	Tools and Code Samples	We have a variety of tools and code samples to assist developers and implementors in working with Eddystone devices.
google-edf	EDF+ Parser library	This package provides a simple, correct, and idiomatic library for parsing EDF+  files in the Go language.This is not an official Google product.
google-effcee	Effcee	   "Linux and OSX Build Status" Effcee is a C++ library for stateful pattern matching of strings,inspired by LLVM's  FileCheck  FileCheck  command.The following is from  examples/main.cc  examples/main.cc :For more examples, see the matching testsin  effcee/match_test.cc  effcee/match_test.cc .
google-effcee	Status	Effcee is a **work in progress**.What works:Effcee is licensed under terms of the  Apache 2.0 license  LICENSE 
google-effcee	Status	 If youare interested in contributing to this project, please see CONTRIBUTING.md  CONTRIBUTING.md .This is not an official Google product  experimental or otherwise , it is justcode that happens to be owned by Google
google-effcee	Status	 That may change if Effcee gainscontributions from others
google-effcee	Status	 See the  CONTRIBUTING.md  CONTRIBUTING.md  filefor more information
google-effcee	Status	See also the  AUTHORS  AUTHORS  and CONTRIBUTORS  CONTRIBUTORS  files.
google-effcee	File organization	Effcee depends on the  RE2  RE2  regular expression library.Effcee tests depend on  Googletest  Googletest  and  Python  Python .In the following sections, $SOURCE_DIR is the directory containing theEffcee source code.
google-effcee	Getting and building Effcee	1  Check out the source code:2  Ensure you have the requisite tools -3  Decide where to place the build output
google-effcee	Getting and building Effcee	In the following steps, we'll call it4a  Build and test with Ninja on Linux or Windows: Skip building threaded unit tests due to Googletest bug 606 the $BUILD_DIR/effcee/ directory.The default behavior on MSVC is to link with the static CRT
google-effcee	Getting and building Effcee	If you would liketo change this behavior -DEFFCEE_ENABLE_SHARED_CRT may be passed on thecmake configure line.
google-effcee	Tests	By default, Effcee registers two tests with ctest:You can disable Effcee's tests by using -DEFFCEE_BUILD_TESTING=OFF atconfiguration time:suggest limiting ctest to tests with prefix effcee:Alternately, you can turn off RE2 tests entirely by using-DRE2_BUILD_TESTING=OFF at configuration time:For building, testing, and profiling Effcee, the following tools should beinstalled regardless of your OS:On Windows, the following tools should be installed and available on your path:
google-effcee	Build options	Third party source locations:  the third_party directory, and if the previous two variables are not set.Compilation options:We track bugs using GitHub - the project's GitHub page 
google-effcee	References	 FileCheck :  RE2 :  Googletest :  CMake :  Python :  MinGW : 
google-election-au-2016	Australian Election 2016 Application	See LICENSE for usage and distribution restrictions.
google-election-au-2016	Summary	In 2016 there was a national election in Australia, this application was used toshow the current state of the nation, where it was possible to vote, and oncevoting had closed the live results as they came in.It consists of three main components:A dart-based client  under dart_frontend 
google-election-au-2016	Summary	This is an Angular2 applicationA go-based server  under go_backend 
google-election-au-2016	Summary	This was responsible for serving the Not Included : A utility that read various data sources  predominantly theThe live version of this website is visible at: 
google-election-au-2016	Dependencies	You'll need:   the dart frontend  ./dart_frontend/web/index.html .Please also ensure you comply with the various  licenses   ./LICENSE .
google-election-au-2016	Running Locally 	To run the frontend client against an existing backend:You can edit  dart_frontend/lib/conf/config_debug.yaml   dart_frontend/lib/conf/config_debug.yaml  to modify pub serve's backend.
google-election-au-2016	Deployment to Appengine	To deploy to appengine, ensure the cloned project is associated with an appengine project  normally done via Once that's done, you should be able run make install.
google-election-au-2016	Examples of the Raw API	The following REST requests show how the Go App Engine hosted API can beused to make queries against the shape data that is used to show electorateson the map.
google-election-au-2016	Which electorates are in this viewport?	_Note_: For readability, allowEncodedPolylineFeatureCollection in  go_backend/http.go   go_backend/http.go  was set to false for generating this output.The application otherwise sends an  encoded polyline  JSON response, to reduce payload size.The client can work with either formats.
google-embiggen-disk	embiggen-disk	The **embiggen-disk*any necessary layers below it: an optional LVM LV and PV, and an MBR or GPTpartition table.
google-embiggen-disk	Example	other Linux architectures.
